TEMP.no.negatives.2,DO,vel_cm_s,meanHSIo,WDP,ZICE,ZSNOW,Perimeter,Hectares,max_depth,avg_fetch,sdi,econ,pct_outl,num_outl,pct_aqveg,CHLcal,FDD,dis_z_score,OBJECTID,SHEETBAR,FLDNUM,Month,Day,Year,uniq_id,AQUA_CODE,AQUA_DESC,pool,DEPTH_HSI_2m,TEMP_HSI,DO_HSI,VELOCITY_HSI,HSI_winter_cover,HSI_Winter_water_quality,HSI_winter_other
0.2,12.6,3,0,0.22,26,1,2963.808385,4.323850318,2.86,0.293840031,4.020775871,0,60.06441018,1,100,2.77428,554.5,-0.416843517,9867,42023106,2,1,27,2015,P08_CFL_109,CFL,Contiguous Floodplain Lake,P08,1,0.1,1,0.98,1,0.1,0
0.2,13.1,2,0.1,0.15,25,4,1297.388197,2.523177599,1.31,0.260122491,2.304045762,0,44.89417818,1,100,13.74722,373.5,-0.375230489,7658,42005394,2,1,29,1998,P08_CFL_111,CFL,Contiguous Floodplain Lake,P08,0.2,0.1,1,0.99,0.2,0.1,0.19
0,11.1,2,0,0.05,25,3,3722.218846,8.358304962,4.2,0.277837091,3.631933311,44.26815431,28.47110337,3,100,83.817,373.5,-0.375230489,7659,42005395,2,1,29,1998,P08_CFL_113,CFL,Contiguous Floodplain Lake,P08,0.44,0,1,0.99,0.44,0,0.19
0,13,1,0,0.22,20,15,3722.218846,8.358304962,4.2,0.277837091,3.631933311,44.26815431,28.47110337,3,100,1.4637,839.5,-0.630110285,8745,42015231,2,1,22,2008,P08_CFL_113,CFL,Contiguous Floodplain Lake,P08,0.44,0,1,0.99,0.44,0,0.4
0.2,11.7,0,0.1,0.16,34,12,3722.218846,8.358304962,4.2,0.277837091,3.631933311,44.26815431,28.47110337,3,100,4.06905,1279,-0.617106214,9747,42021982,2,1,29,2014,P08_CFL_113,CFL,Contiguous Floodplain Lake,P08,0.44,0.1,1,1,0.44,0.1,1
0.1,15.1,8,0,0.37,17,1,2440.909201,3.901009014,1.19,0.166191776,3.4862475,22.85963208,29.86676553,1,96.88187583,10.42292,201,-0.42464596,8234,42010204,2,1,23,2002,P08_CFL_114,CFL,Contiguous Floodplain Lake,P08,0.2,0.05,1,0.95,0.2,0.05,0
0.2,11.5,29,0,1.33,0,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,8.24984,373.5,-0.375230489,7637,42005374,2,1,29,1998,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.1,1,0.83,0.23,0.1,0
0.3,10.1,2,0.15,0.17,23,13,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,11.30394,373.5,-0.375230489,7638,42005375,2,1,29,1998,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.15,1,0.99,0.23,0.15,0.19
0.5,11.5,2,0.23,0.26,22,12,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,45.50986,373.5,-0.375230489,7639,42005376,2,1,29,1998,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.25,1,0.99,0.23,0.25,0.19
0.2,11.5,4,0.075,0.79,18,12,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,5.54478,373.5,-0.375230489,7640,42005377,2,1,29,1998,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.1,1,0.98,0.23,0.1,0
0.1,11.7,3,0.025,0.36,27,12,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,7.11546,373.5,-0.375230489,7642,42005378,2,1,29,1998,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.05,1,0.98,0.23,0.05,0
0.2,12.3,4,0.05,0.43,21,6,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,8.3371,373.5,-0.375230489,7644,42005379,2,1,29,1998,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.1,1,0.98,0.23,0.1,0
0,11.2,3,0,0.62,28,11,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,6.33012,373.5,-0.375230489,7646,42005380,2,1,29,1998,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0,1,0.98,0.23,0,0
0.2,13.5,5,0,0.16,15,7,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,11.3912,373.5,-0.375230489,7648,42005381,2,1,29,1998,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.1,1,0.97,0.23,0.1,0
0.4,4.8,0,0.2,0.2,31,8,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,27.74624,646.5,-0.567690743,7809,42007822,2,1,25,2000,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.2,0.7,1,0.23,0.2,1
0.1,12.7,4,0,0.51,17,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,4.12544,646.5,-0.567690743,7810,42007823,2,1,25,2000,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.05,1,0.98,0.23,0.05,0
0.1,11.9,6,0.025,1.66,34,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,2.53318,1074.5,-0.362226418,8111,42009113,2,1,31,2001,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.05,1,0.96,0.23,0.05,0
0,13.2,1,0,0.4,48,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,3.44057,1074.5,-0.362226418,8113,42009114,2,1,31,2001,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0,1,0.99,0.23,0,0.4
0.1,14.2,2,0.05,0.53,22,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,8.05638,201,-0.42464596,8226,42010197,2,1,23,2002,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.05,1,0.99,0.23,0.05,0.19
0.4,16,4,0,0.38,0,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,17.98058,201,-0.435049217,8330,42010302,2,1,31,2002,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.2,1,0.98,0.23,0.2,0
0.1,15.9,3,0,0.05,17,2,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,16.45378,201,-0.435049217,8331,42010306,2,1,31,2002,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.05,1,0.98,0.23,0.05,0
0.4,15.3,5,0,0.3,0,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,19.81274,201,-0.435049217,8332,42010307,2,1,31,2002,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.2,1,0.97,0.23,0.2,0
0,13.5,1,0,0.44,31,14,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,6.01335,708,-0.528678529,8382,42012179,2,1,25,2005,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0,1,0.99,0.23,0,0.4
0,13.5,17,0,0.64,21,2,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,5.69499,708,-0.528678529,8383,42012180,2,1,25,2005,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0,1,0.9,0.23,0,0
0,12.6,14,0,0.15,18,14,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,6.01335,708,-0.528678529,8384,42012181,2,1,25,2005,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0,1,0.92,0.23,0,0
0.1,12.9,0,0.05,0.13,28,18,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,7.28679,708,-0.528678529,8385,42012182,2,1,25,2005,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.05,1,1,0.23,0.05,1
1.1,15,13,0,0.89,2,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,3.4268,245,-0.312810948,8507,42013141,2,1,25,2006,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.52,1,0.92,0.23,0.68,0
1.6,16.2,3,0,0.14,2,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,3.2987,245,-0.312810948,8508,42013142,2,1,25,2006,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.6,1,0.98,0.23,0.73,0
2.1,17.9,0,0.61,0.15,12,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,11.4971,245,-0.312810948,8509,42013143,2,1,25,2006,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.68,1,1,0.23,0.79,1
1.5,16.8,0,0.59,0.34,21,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,2.402,245,-0.312810948,8510,42013144,2,1,25,2006,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.58,1,1,0.23,0.72,1
0,12.6,8,0,0.22,9,5,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,1.7472,839.5,-0.624908656,8756,42015248,2,1,23,2008,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0,1,0.95,0.23,0,0
0,12,0,0,0.16,17,18,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,12.09495,839.5,-0.624908656,8757,42015249,2,1,23,2008,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0,1,1,0.23,0,1
0.1,11,5,0.025,1.07,16,10,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,0,1151.5,-0.614505399,8941,42016431,2,1,29,2009,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.05,1,0.97,0.23,0.05,0
0,11.3,8,0,0.07,27,7,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,0,1006.5,-0.141157208,9150,42018660,2,1,25,2011,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0,1,0.95,0.23,0,0
0.5,14.2,1,0.25,0.07,25,5,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,6.56558,366,-0.544283415,9451,42019877,2,1,31,2012,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.25,1,0.99,0.23,0.25,0.4
0.3,14,1,0.15,0.06,11,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,9.72618,366,-0.544283415,9452,42019878,2,1,31,2012,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.15,1,0.99,0.23,0.15,0.4
0.6,13.5,25,0,0.75,0,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,6.09149,366,-0.544283415,9453,42019879,2,1,31,2012,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.3,1,0.85,0.23,0.3,0
0.2,15.2,2,0.1,0.33,25,2,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,10.16501,707.5,-0.690969338,9651,42020960,2,1,28,2013,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.1,1,0.99,0.23,0.1,0.19
0.3,13.6,1,0.355,1.35,33,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,3.79539,707.5,-0.690969338,9654,42020962,2,1,28,2013,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.15,1,0.99,0.23,0.15,0.4
0.4,18.1,0,0.2,0.29,31,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,9.47266,707.5,-0.690969338,9656,42020963,2,1,28,2013,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.2,1,1,0.23,0.2,1
0.4,15.4,1,0.175,0.68,34,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,7.25714,707.5,-0.690969338,9657,42020964,2,1,28,2013,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.2,1,0.99,0.23,0.2,0.4
0.2,15.1,16,0,0.28,0,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,8.91878,707.5,-0.690969338,9660,42020966,2,1,28,2013,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.1,1,0.9,0.23,0.1,0
1.8,0.6,0,0,0.22,50,11,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,3.2453,1279,-0.617106214,9738,42021974,2,1,29,2014,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.63,0,1,0.23,0,1
0.2,10.3,0,0.1,0.25,41,12,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,0,1279,-0.617106214,9742,42021978,2,1,29,2014,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.1,1,1,0.23,0.1,1
0.5,13,0,0.25,0.12,35,2,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,4.13648,554.5,-0.416843517,9869,42023108,2,1,27,2015,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.25,1,1,0.23,0.25,1
0.4,11.8,12,0,0.3,0,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,1.33864,558.5,0.189146201,10088,42025310,2,1,23,2017,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.2,1,0.93,0.23,0.2,0
0.2,11.9,14,0,0.48,32,0,8342.374762,126.2744523,2.22,0.869674324,2.094242733,25.96180694,21.03292267,3,93.03657549,1.33864,558.5,0.189146201,10090,42025312,2,1,23,2017,P08_CFL_119,CFL,Contiguous Floodplain Lake,P08,0.23,0.1,1,0.92,0.23,0.1,0
0.1,9.5,0,0.05,0.51,47,8,6008.084782,20.67531873,3.28,0.185272202,3.72739153,53.62891401,36.17696325,3,98.87268771,0,876,-0.242588963,7521,42004150,2,1,30,1997,P08_CFL_122,CFL,Contiguous Floodplain Lake,P08,1,0.05,1,1,1,0.05,1
0.1,9.2,0,0.05,0.43,35,8,6008.084782,20.67531873,3.28,0.185272202,3.72739153,53.62891401,36.17696325,3,98.87268771,0,876,-0.242588963,7523,42004152,2,1,30,1997,P08_CFL_122,CFL,Contiguous Floodplain Lake,P08,1,0.05,1,1,1,0.05,1
0.1,8.8,0,0.05,0.13,47,8,6008.084782,20.67531873,3.28,0.185272202,3.72739153,53.62891401,36.17696325,3,98.87268771,1.31459,1006.5,-0.146358836,9180,42018692,2,1,26,2011,P08_CFL_122,CFL,Contiguous Floodplain Lake,P08,1,0.05,1,1,1,0.05,1
0.4,6.3,0,0.2,0.39,48,9,6008.084782,20.67531873,3.28,0.185272202,3.72739153,53.62891401,36.17696325,3,98.87268771,1.47342,1006.5,-0.146358836,9181,42018693,2,1,26,2011,P08_CFL_122,CFL,Contiguous Floodplain Lake,P08,1,0.2,1,1,1,0.2,1
0.8,9.2,4,0,0.2,23,2,6008.084782,20.67531873,3.28,0.185272202,3.72739153,53.62891401,36.17696325,3,98.87268771,1.68452,554.5,-0.388234561,9896,42023137,2,1,28,2015,P08_CFL_122,CFL,Contiguous Floodplain Lake,P08,1,0.4,1,0.98,1,0.4,0
1.2,8.3,0,0.69,0.21,33,0,6008.084782,20.67531873,3.28,0.185272202,3.72739153,53.62891401,36.17696325,3,98.87268771,1.83857,558.5,0.189146201,10103,42025328,2,1,23,2017,P08_CFL_122,CFL,Contiguous Floodplain Lake,P08,1,0.53,1,1,1,0.69,1
0.7,3.3,0,0.35,0.1,14,7,2334.725353,3.873403835,0.56,0.040698805,3.346451063,21.77897702,11.50224322,2,97.69327063,80.7879,505,-0.520876087,8627,42014138,2,1,23,2007,P08_CFL_140,CFL,Contiguous Floodplain Lake,P08,0.2,0.35,0.7,1,0.2,0.35,1
0,15.2,0,0,0.16,11,0,737.8675871,1.92364871,1.1,0.194994234,1.500757832,0,43.49765506,1,100,13.01848,201,-0.435049217,8326,42010298,2,1,31,2002,P08_CFL_151,CFL,Contiguous Floodplain Lake,P08,0.2,0,1,1,0.2,0,1
0.5,15.1,0,0.25,0.27,37,3,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,28.90698,554,-0.549485043,7374,42001696,2,1,31,1995,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.25,1,1,0.36,0.25,1
0.4,15,0,0.2,0.24,40,4,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,26.28426,554,-0.549485043,7375,42001697,2,1,31,1995,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.2,1,1,0.36,0.2,1
0.8,10,0,0.4,0.54,42,8,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,15.99036,876,-0.245189777,7495,42004120,2,1,29,1997,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.4,1,1,0.36,0.4,1
0.6,16.4,0,0.35,0.57,44,8,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,83.65716,876,-0.245189777,7496,42004121,2,1,29,1997,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.3,1,1,0.36,0.3,1
1.3,3.6,0,0.6,0.11,21,0,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,23.78242,201,-0.42464596,8221,42010189,2,1,23,2002,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.55,0.7,1,0.36,0.6,1
1.9,15.8,0,0.68,0.2,23,0,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,11.26266,201,-0.42464596,8222,42010190,2,1,23,2002,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.65,1,1,0.36,0.77,1
0,13.8,0,0,0.02,16,0,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,37.21826,201,-0.42464596,8223,42010194,2,1,23,2002,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0,1,1,0.36,0,1
1.3,2,0,0.4,0.2,28,14,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,7.49903,708,-0.528678529,8387,42012184,2,1,25,2005,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.55,0.4,1,0.36,0.4,1
3.5,23.2,0,0.75,0.52,7,0,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,34.1708,245,-0.312810948,8512,42013149,2,1,25,2006,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.92,1,1,0.36,0.95,1
0,0.2,0,0,0.27,30,20,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,85.80495,839.5,-0.630110285,8746,42015235,2,1,22,2008,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0,0,1,0.36,0,1
0.1,8.9,0,0.05,0.49,31,20,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,2.17245,839.5,-0.630110285,8747,42015239,2,1,22,2008,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.05,1,1,0.36,0.05,1
1.8,1.5,0,0.4,0.28,29,19,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,35.34195,839.5,-0.630110285,8751,42015243,2,1,22,2008,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.63,0.4,1,0.36,0.4,1
0,10.7,1,0,0.46,47,9,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,0,1006.5,-0.141157208,9153,42018663,2,1,25,2011,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0,1,0.99,0.36,0,0.4
0.3,9.4,0,0.15,0.15,47,8,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,5.76183,1006.5,-0.141157208,9154,42018664,2,1,25,2011,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.15,1,1,0.36,0.15,1
0.6,7.2,2,0.28,0.33,19,1,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,0.67927,1006.5,-0.141157208,9157,42018667,2,1,25,2011,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.3,1,0.99,0.36,0.3,0.19
3.6,9.4,0,0.75,0.55,27,0,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,2.27222,707.5,-0.690969338,9662,42020968,2,1,28,2013,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.93,1,1,0.36,0.95,1
3,9.9,0,0.725,0.46,32,0,11389.84951,64.72187497,4.87,0.167945607,3.993811002,23.14248666,3.555707967,5,98.50611285,3.24151,707.5,-0.690969338,9664,42020972,2,1,28,2013,P08_CFL_159,CFL,Contiguous Floodplain Lake,P08,0.36,0.83,1,1,0.36,0.89,1
2.3,10.1,0,0.6,0.15,13,0,3841.226701,29.89605873,1.72,0.156369078,1.981791851,0,4.355942994,1,100,6.8855,245,-0.312810948,8511,42013148,2,1,25,2006,P08_CFL_162,CFL,Contiguous Floodplain Lake,P08,0.2,0.72,1,1,0.2,0.81,1
1.6,2.9,0,0.4,0.31,15,6,3841.226701,29.89605873,1.72,0.156369078,1.981791851,0,4.355942994,1,100,47.0117,505,-0.520876087,8625,42014136,2,1,23,2007,P08_CFL_162,CFL,Contiguous Floodplain Lake,P08,0.2,0.6,0.4,1,0.2,0.4,1
1,0.9,0,0,0.24,14,7,3841.226701,29.89605873,1.72,0.156369078,1.981791851,0,4.355942994,1,100,37.0351,505,-0.520876087,8626,42014137,2,1,23,2007,P08_CFL_162,CFL,Contiguous Floodplain Lake,P08,0.2,0.5,0,1,0.2,0,1
0.2,13.7,0,0.1,0.14,31,2,1575.580567,1.950290573,0.68,0.055915684,3.182629054,43.44900679,24.66548421,2,100,8.03211,416,-0.200975935,10022,42024261,2,1,27,2016,P08_CFL_163,CFL,Contiguous Floodplain Lake,P08,0.2,0.1,1,1,0.2,0.1,1
0.3,14.6,6,0,0.49,49,0,660.4672007,0.961941588,1.42,0.196230481,1.899642917,0,45.72181655,1,100,4.5575,732.1739,-0.416843517,10360,42026554,2,1,31,2018,P08_CFL_165,CFL,Contiguous Floodplain Lake,P08,0.2,0.15,1,0.96,0.2,0.15,0
0,13,8,0,0.44,24,3,1226.068419,1.17091796,1.61,0.247360643,3.196292682,0,50.58447509,1,100,7.11405,416,-0.200975935,10026,42024268,2,1,27,2016,P08_CFL_166,CFL,Contiguous Floodplain Lake,P08,0.2,0,1,0.95,0.2,0,0
3,17.2,0,0.63,0.32,21,0,8312.586381,22.8935116,1.45,0.074515797,4.900890879,37.45590324,5.583867117,3,77.54427981,3.01794,201,-0.42464596,8218,42010187,2,1,23,2002,P08_CFL_179,CFL,Contiguous Floodplain Lake,P08,0.2,0.83,1,1,0.2,0.89,1
0,12.8,8,0,0.68,10,8,8312.586381,22.8935116,1.45,0.074515797,4.900890879,37.45590324,5.583867117,3,77.54427981,12.0335,505,-0.520876087,8621,42014134,2,1,23,2007,P08_CFL_179,CFL,Contiguous Floodplain Lake,P08,0.2,0,1,0.95,0.2,0,0
0.4,12.9,4,0,0.27,14,10,8312.586381,22.8935116,1.45,0.074515797,4.900890879,37.45590324,5.583867117,3,77.54427981,7.67179,366,-0.578094,9341,42019780,2,1,25,2012,P08_CFL_179,CFL,Contiguous Floodplain Lake,P08,0.2,0.2,1,0.98,0.2,0.2,0
0.8,11,1,0.34,0.3,30,4,8312.586381,22.8935116,1.45,0.074515797,4.900890879,37.45590324,5.583867117,3,77.54427981,44.18516,554.5,-0.416843517,9874,42023113,2,1,27,2015,P08_CFL_179,CFL,Contiguous Floodplain Lake,P08,0.2,0.4,1,0.99,0.2,0.4,0.4
0.1,11.1,25,0,1.18,37,3,3997.089414,7.340217954,2.46,0.236588639,4.161831125,44.34435566,30.27334965,2,100,0,876,-0.245189777,7482,42004105,2,1,29,1997,P08_CFL_182,CFL,Contiguous Floodplain Lake,P08,1,0.05,1,0.85,1,0.05,0
0.2,9.4,0,0.1,0.14,50,7,2141.229737,8.641509954,0.68,0.155479291,2.054771423,0,34.29585616,1,100,0.67927,1006.5,-0.141157208,9220,42018732,2,1,28,2011,P08_CFL_189,CFL,Contiguous Floodplain Lake,P08,0.2,0.1,1,1,0.2,0.1,1
1.3,8.2,0,0.56,0.41,14,8,2863.652848,12.51608039,0.93,0.21610559,2.283396153,0,33.56492097,1,93.48697979,12.1537,505,-0.520876087,8619,42014132,2,1,23,2007,P08_CFL_194,CFL,Contiguous Floodplain Lake,P08,0.2,0.55,1,1,0.2,0.7,1
0.4,9.6,0,0.2,0.3,53,8,2863.652848,12.51608039,0.93,0.21610559,2.283396153,0,33.56492097,1,93.48697979,0,1006.5,-0.141157208,9221,42018733,2,1,28,2011,P08_CFL_194,CFL,Contiguous Floodplain Lake,P08,0.2,0.2,1,1,0.2,0.2,1
0.1,10.4,2,0.05,0.2,27,0,884.59806,1.154069944,1.23,0.131620521,2.32287043,0,52.9304048,1,100,6.6426,687,-0.523476901,7703,42006575,2,1,26,1999,P08_CFL_197,CFL,Contiguous Floodplain Lake,P08,0.2,0.05,1,0.99,0.2,0.05,0.19
0.3,15.9,2,0.15,0.74,31,3,2165.602584,6.696294314,1.22,0.154177612,2.360785681,0,43.99981569,1,100,25.19146,554,-0.549485043,7384,42001706,2,1,31,1995,P08_CFL_206,CFL,Contiguous Floodplain Lake,P08,0.2,0.15,1,0.99,0.2,0.15,0.19
0,10.8,13,0,0.89,31,7,1103.618383,2.5409739,1.88,0.154845234,1.953052384,0,64.01454071,1,100,0,876,-0.245189777,7485,42004108,2,1,29,1997,P08_CFL_210,CFL,Contiguous Floodplain Lake,P08,0.2,0,1,0.92,0.2,0,0
0.4,14.4,1,0.2,0.34,25,3,1361.888046,2.26062285,1.42,0.150366706,2.555185413,0,27.65295928,1,94.05441349,8.89612,201,-0.450654102,8183,42010155,2,1,22,2002,P08_CFL_220,CFL,Contiguous Floodplain Lake,P08,0.2,0.2,1,0.99,0.2,0.2,0.4
1.9,8.1,0,0.59,0.48,27,4,2468.635764,9.029581551,1.2,0.106083952,2.317492153,0,17.33703751,1,100,6.97604,687,-0.541682601,7723,42006604,2,1,27,1999,P08_CFL_221,CFL,Contiguous Floodplain Lake,P08,0.2,0.65,1,1,0.2,0.77,1
