TEMP.no.negatives.2,DO,vel_cm_s,meanHSIo,WDP,ZICE,ZSNOW,Perimeter,Hectares,max_depth,avg_fetch,sdi,econ,pct_outl,num_outl,pct_aqveg,CHLcal,FDD,dis_z_score,OBJECTID,SHEETBAR,FLDNUM,Month,Day,Year,uniq_id,AQUA_CODE,AQUA_DESC,pool,DEPTH_HSI_2m,TEMP_HSI,DO_HSI,VELOCITY_HSI,HSI_winter_cover,HSI_Winter_water_quality,HSI_winter_other
0.9,3,0,0.53,0.36,24,17,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,17.32302,909.5,-0.161963722,12353,43017796,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.45,0.7,1,0.72,0.53,1
0.9,2.7,0,0.4,0.48,30,7,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,57.60898,909.5,-0.161963722,12354,43017797,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.45,0.4,1,0.72,0.4,1
0.8,8.4,0,0.4,0.2,26,10,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,3.37788,909.5,-0.161963722,12356,43017798,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.4,1,1,0.72,0.4,1
1.2,5.3,0,0.52,0.46,30,9,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,1.82842,909.5,-0.161963722,12357,43017799,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.53,1,1,0.72,0.69,1
0.8,4.8,0,0.375,0.4,30,10,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,2.251,909.5,-0.161963722,12359,43017800,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.4,0.7,1,0.72,0.4,1
0.8,6.9,0,0.51,0.52,28,9,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,46.05846,909.5,-0.161963722,12361,43017801,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.4,1,1,0.72,0.4,1
0.7,3.6,0,0.5,0.46,30,10,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,1.82842,909.5,-0.161963722,12364,43017802,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.35,0.7,1,0.72,0.35,1
0.9,2.7,0,0.4,0.3,30,10,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,15.91442,909.5,-0.161963722,12366,43017803,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.45,0.4,1,0.72,0.4,1
1.1,3.4,0,0.29,0.4,30,10,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,8.30798,909.5,-0.161963722,12367,43017804,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.52,0.7,1,0.72,0.58,1
1.6,6.6,0,0.73,0.08,28,17,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,9.294,909.5,-0.161963722,12369,43017805,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.6,1,1,0.72,0.73,1
0.6,10.5,0,0.3,0.44,30,11,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,1.5467,909.5,-0.161963722,12370,43017806,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.3,1,1,0.72,0.3,1
0.8,1.9,0,0.4,0.04,34,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,4.50476,909.5,-0.161963722,12372,43017807,3,1,28,2009,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.4,0.4,1,0.72,0.4,1
0,11.7,0,0,0.42,38,12,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,0.20278,853.5,0.233360043,12631,43019766,3,1,27,2011,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0,1,1,0.72,0,1
0.5,11.5,0,0.25,0.46,38,14,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,0.20278,853.5,0.233360043,12633,43019767,3,1,27,2011,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.25,1,1,0.72,0.25,1
1,6.4,0,0.695,0.6,30,12,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,82.00023,853.5,0.233360043,12635,43019768,3,1,27,2011,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.5,1,1,0.72,0.67,1
0.8,8.4,0,0.4,0.28,30,14,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,3.06172,853.5,0.233360043,12637,43019769,3,1,27,2011,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.4,1,1,0.72,0.4,1
1.1,8.5,0,0.68,0.2,30,10,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,11.47971,853.5,0.233360043,12638,43019770,3,1,27,2011,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.52,1,1,0.72,0.68,1
0.7,14.1,0,0.35,0.22,30,10,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,13.5445,853.5,0.233360043,12639,43019771,3,1,27,2011,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.35,1,1,0.72,0.35,1
1.4,0.9,0,0,0.27,23,8,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,56.74626,853.5,0.233360043,12640,43019772,3,1,27,2011,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.57,0,1,0.72,0,1
1.6,6.7,0,0.6033333,0.42,30,10,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,101.6951,853.5,0.233360043,12641,43019773,3,1,27,2011,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.6,1,1,0.72,0.73,1
0.8,23.6,0,0.4,0.24,18,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,37.06537,65.5,-0.250391406,12744,43020703,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.4,1,1,0.72,0.4,1
1.8,18.3,0,0.78,0.56,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,14.30905,65.5,-0.250391406,12745,43020704,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.63,1,1,0.72,0.75,1
0.6,25.9,0,0.3,0.24,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,39.11976,65.5,-0.250391406,12747,43020705,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.3,1,1,0.72,0.3,1
2.3,14.8,0,0.85,0.63,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,47.65338,65.5,-0.250391406,12748,43020706,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.72,1,1,0.72,0.81,1
1.9,11.4,0,0.82,0.55,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,42.28036,65.5,-0.250391406,12750,43020707,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.65,1,1,0.72,0.77,1
1.5,11.3,0,0.72,0.22,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,6.09149,65.5,-0.250391406,12752,43020708,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.58,1,1,0.72,0.72,1
1.1,19.1,0,0.68,0.32,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,14.94117,65.5,-0.250391406,12753,43020709,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.52,1,1,0.72,0.68,1
1.3,20.4,0,0.7,0.42,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,33.43068,65.5,-0.250391406,12754,43020710,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.55,1,1,0.72,0.7,1
1.9,17.9,0,0.77,0.42,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,16.36344,65.5,-0.250391406,12755,43020711,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.65,1,1,0.72,0.77,1
2.4,14.3,0,0.82,0.32,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,17.15359,65.5,-0.250391406,12756,43020715,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.73,1,1,0.72,0.82,1
3.7,13.7,0,0.9,0.41,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,16.04738,65.5,-0.250391406,12757,43020716,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.95,1,1,0.72,0.97,1
1.6,16.5,0,0.73,0.41,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,15.0992,65.5,-0.250391406,12758,43020717,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.6,1,1,0.72,0.73,1
1.4,17.1,0,0.705,0.49,17,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,10.99042,65.5,-0.250391406,12759,43020721,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.57,1,1,0.72,0.71,1
3.1,17.7,0,0.87,0.38,17,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,16.04738,65.5,-0.250391406,12761,43020722,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.85,1,1,0.72,0.9,1
0.9,18.3,0,0.63,0.3,17,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,7.82982,65.5,-0.250391406,12762,43020723,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.45,1,1,0.72,0.63,1
0.9,14.6,0,0.63,0.22,18,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,17.46965,65.5,-0.250391406,12763,43020724,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.45,1,1,0.72,0.63,1
1.9,15.8,0,0.77,0.32,17,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,15.25723,65.5,-0.250391406,12764,43020725,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.65,1,1,0.72,0.77,1
1.3,17.5,0,0.7,0.42,17,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,7.51376,65.5,-0.250391406,12765,43020726,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.55,1,1,0.72,0.7,1
1.9,6.2,0,0.795,0.51,19,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,17.62768,65.5,-0.250391406,12766,43020727,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.65,1,1,0.72,0.77,1
1.7,14,0,0.785,0.51,19,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,10.83239,65.5,-0.250391406,12768,43020728,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.62,1,1,0.72,0.75,1
2.1,15.1,0,0.79,0.42,17,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,13.36087,65.5,-0.250391406,12770,43020729,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.68,1,1,0.72,0.79,1
2.2,16.6,0,0.835,0.82,17,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,4.66922,65.5,-0.250391406,12771,43020730,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.7,1,1,0.72,0.8,1
1.2,11.8,0,0.73,0.59,17,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,19.52404,65.5,-0.250391406,12773,43020731,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.53,1,1,0.72,0.69,1
4.2,20.7,0,0.92,0.25,13,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,18.10177,65.5,-0.250391406,12775,43020732,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,1,1,1,0.72,1,1
1.8,15.3,0,0.75,0.24,16,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,18.10177,65.5,-0.250391406,12776,43020733,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.63,1,1,0.72,0.75,1
1.2,16.9,0,0.69,0.21,19,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,5.93346,65.5,-0.250391406,12777,43020734,3,1,26,2012,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.53,1,1,0.72,0.69,1
1.9,14.3,0,0.77,0.5,16,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,19.4425,354,-0.513073644,12961,43021690,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.65,1,1,0.72,0.77,1
2.5,15.6,0,0.83,0.42,17,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,15.14993,354,-0.513073644,12962,43021691,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.75,1,1,0.72,0.83,1
2.7,15.2,0,0.85,0.31,19,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,12.79594,354,-0.513073644,12963,43021692,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.78,1,1,0.72,0.85,1
3,16.5,0,0.87,0.46,10,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,22.48884,354,-0.513073644,12964,43021693,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.83,1,1,0.72,0.89,1
3.5,16.5,0,0.89,0.2,18,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,31.21245,354,-0.513073644,12967,43021696,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.92,1,1,0.72,0.95,1
3.7,14.4,0,0.9,0.28,12,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,6.28785,354,-0.513073644,12968,43021697,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.95,1,1,0.72,0.97,1
2.5,13.6,0,0.83,0.3,12,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,7.67255,354,-0.513073644,12969,43021698,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.75,1,1,0.72,0.83,1
3.6,12.5,0,0.9,0.26,14,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,8.50337,354,-0.513073644,12970,43021699,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.93,1,1,0.72,0.95,1
4.1,17.6,0,0.92,0.26,12,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,7.53408,354,-0.513073644,12972,43021701,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,1,1,1,0.72,1,1
4.1,18.5,0,0.92,0.21,16,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,21.10414,354,-0.513073644,12973,43021705,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,1,1,1,0.72,1,1
3.9,21,0,0.91,0.26,14,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,22.62731,354,-0.513073644,12974,43021706,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.98,1,1,0.72,0.99,1
3.6,18.8,0,0.9,0.45,5,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,13.9037,354,-0.513073644,12975,43021707,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.93,1,1,0.72,0.95,1
3.5,13.1,0,0.89,0.36,20,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,11.68818,354,-0.513073644,12976,43021708,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.92,1,1,0.72,0.95,1
4.1,14.2,0,0.92,0.29,16,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,20.13485,354,-0.513073644,12977,43021709,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,1,1,1,0.72,1,1
4.3,17.9,0,0.92,0.32,16,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,9.33419,354,-0.513073644,12978,43021710,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,1,1,1,0.72,1,1
3.7,20.1,0,0.9,0.32,15,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,15.84228,354,-0.513073644,12979,43021711,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.95,1,1,0.72,0.97,1
3.6,22.3,0,0.9133333,0.77,17,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,34.81267,354,-0.513073644,12980,43021712,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.93,1,1,0.72,0.95,1
4,21.5,0,0.92,0.7,16,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,33.15103,354,-0.513073644,12983,43021713,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,1,1,1,0.72,1,1
2.4,8.2,0,0.82,0.16,22,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,4.2108,354,-0.513073644,12985,43021714,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.73,1,1,0.72,0.82,1
1.5,8.7,0,0.72,0.21,17,0,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,4.62621,354,-0.513073644,12987,43021716,3,1,29,2013,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.58,1,1,0.72,0.72,1
1.3,16.2,0,0.745,0.46,30,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,31.10804,405.5,0.061706303,13128,43023583,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.55,1,1,0.72,0.7,1
1.5,17.8,0,0.72,0.56,32,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,19.2569,405.5,0.061706303,13130,43023584,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.58,1,1,0.72,0.72,1
0.7,17.3,0,0.35,0.2,20,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,52.6308,405.5,0.061706303,13131,43023585,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.35,1,1,0.72,0.35,1
0.9,20.1,0,0.63,0.42,28,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,19.938,405.5,0.061706303,13132,43023586,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.45,1,1,0.72,0.63,1
1.2,20.5,0,0.69,0.23,25,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,24.43326,405.5,0.061706303,13133,43023587,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.53,1,1,0.72,0.69,1
1.6,16,0,0.73,0.45,25,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,20.21044,405.5,0.061706303,13134,43023588,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.6,1,1,0.72,0.73,1
1.2,14.1,0,0.69,0.34,26,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,7.54198,405.5,0.061706303,13135,43023589,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.53,1,1,0.72,0.69,1
1.4,11.3,0,0.71,0.5,30,5,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,25.11436,405.5,0.061706303,13136,43023590,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.57,1,1,0.72,0.71,1
0.9,9.3,0,0.63,0.53,27,4,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,5.09002,405.5,0.061706303,13137,43023591,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.45,1,1,0.72,0.63,1
0.9,13.7,0,0.63,0.5,28,4,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,6.45222,405.5,0.061706303,13138,43023592,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.45,1,1,0.72,0.63,1
0.8,10.9,0,0.4,0.5,30,4,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,12.4459,405.5,0.061706303,13139,43023593,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.4,1,1,0.72,0.4,1
0.9,12.1,0,0.63,0.56,30,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,13.8081,405.5,0.061706303,13140,43023594,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.45,1,1,0.72,0.63,1
2.3,10.4,0,0.835,0.65,31,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,20.75532,405.5,0.061706303,13141,43023595,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.72,1,1,0.72,0.81,1
0.3,11.7,0,0.15,0.4,20,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,1.82074,405.5,0.061706303,13144,43023597,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.15,1,1,0.72,0.15,1
0.3,12.1,0,0.15,0.39,25,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,1.5483,405.5,0.061706303,13145,43023598,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.15,1,1,0.72,0.15,1
0.3,12,0,0.15,0.35,25,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,1.27586,405.5,0.061706303,13146,43023602,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.15,1,1,0.72,0.15,1
0.3,12.1,0,0.15,0.35,25,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,1.41208,405.5,0.061706303,13147,43023603,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.15,1,1,0.72,0.15,1
1,10.2,0,0.67,0.21,25,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,7.40576,405.5,0.061706303,13148,43023604,3,1,28,2015,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.5,1,1,0.72,0.67,1
1.3,14.5,0,0.7,0.59,26,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,5.43094,123,0.259368185,13270,43024596,3,1,28,2016,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.55,1,1,0.72,0.7,1
1.9,23.9,0,0.77,0.39,25,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,3.90084,123,0.259368185,13271,43024597,3,1,28,2016,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.65,1,1,0.72,0.77,1
3.2,18,0,0.88,0.44,25,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,6.65502,123,0.259368185,13272,43024598,3,1,28,2016,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.87,1,1,0.72,0.91,1
2.3,18.9,0,0.81,0.58,21,2,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,8.49114,123,0.259368185,13273,43024599,3,1,28,2016,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.72,1,1,0.72,0.81,1
2.1,17.7,0,0.79,0.53,25,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,4.97191,123,0.259368185,13274,43024600,3,1,28,2016,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.68,1,1,0.72,0.79,1
1.7,23.9,0,0.75,0.3,23,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,8.18512,123,0.259368185,13275,43024601,3,1,28,2016,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.62,1,1,0.72,0.75,1
2.1,19,0,0.79,0.33,24,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,2.52375,123,0.259368185,13276,43024602,3,1,28,2016,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.68,1,1,0.72,0.79,1
3.5,15.3,0,0.905,0.68,22,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,2.98278,123,0.259368185,13277,43024603,3,1,28,2016,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.92,1,1,0.72,0.95,1
1.9,15.7,0,0.77,0.58,20,1,39256.71,942.5759,8.48,1.065957,3.607039,41.92218,0.2516474,1,78.68929,0,123,0.259368185,13279,43024604,3,1,28,2016,P13_CFL_70,CFL,Contiguous Floodplain Lake,P13,0.72,0.65,1,1,0.72,0.77,1
